net,length_um
dmem_addr_o[23],22.65
i_decode_stage.reg_meta_o\[74\],22.6
_1603_,22.58
_1270_,22.54
_1931_,22.54
i_decode_stage.valid_i,22.52
_1796_,22.46
_1227_,22.42
i_mem_slice_stage.pre_data\[27\],22.42
i_mem_slice_stage.mem_state_o\[29\],22.4
i_mem_slice_stage.pre_data\[20\],22.4
_1043_,22.38
_2113_,22.38
_2154_,22.36
_1196_,22.28
_1685_,22.28
_1446_,22.26
_1243_,22.24
_1119_,22.2
net29,22.14
_0309_,22.06
_1897_,22.02
i_decode_stage.fetch_state_i\[7\],22
_1670_,21.92
net177,21.88
_1456_,21.84
_1750_,21.7
_0317_,21.69
_0868_,21.68
_0902_,21.66
_1362_,21.66
dmem_rdata_i[9],21.57
_0915_,21.56
_0579_,21.48
_0797_,21.47
_1056_,21.46
_1518_,21.44
_1678_,21.42
i_mem_slice_stage.pre_data\[4\],21.34
i_exec_stage.data_fwd_o\[17\],21.28
_1280_,21.26
_0368_,21.24
i_exec_stage.data_fwd_o\[36\],21.24
_1489_,21.22
_0591_,21.2
dmem_addr_o[8],21.17
i_decode_stage.decode_state_o\[242\],21.16
_1329_,21.12
dmem_addr_o[5],21.07
_2031_,21.06
_1302_,21.04
_1365_,21.04
i_decode_stage.reg_meta_o\[27\],21.02
_0765_,21
_2057_,20.86
dmem_be_o[2],20.85
_0841_,20.83
_0632_,20.82
_1561_,20.8
_1120_,20.78
dmem_addr_o[15],20.73
i_mem_slice_stage.pre_data\[9\],20.7
_0793_,20.68
_1932_,20.66
_2043_,20.66
rf_wr_data_o[24],20.57
i_decode_stage.fetch_state_i\[14\],20.54
_1732_,20.49
_0396_,20.48
_0171_,20.46
_0753_,20.4
_1488_,20.4
i_decode_stage.decode_state_o\[32\],20.4
_0795_,20.38
_0799_,20.3
_2216_,20.3
net1,20.3
rf_rs1_i[5],20.29
i_exec_stage.data_fwd_o\[18\],20.26
_1369_,20.24
_1626_,20.2
_1300_,20.18
net122,20.18
dmem_addr_o[20],20.17
_0993_,20.155
i_exec_stage.data_fwd_o\[37\],20.14
i_mem_slice_stage.pre_data\[29\],20.12
_0815_,20.11
i_mem_slice_stage.pre_data\[18\],20.08
rf_wr_data_o[18],20.01
_1458_,19.995
i_mem_slice_stage.mem_state_o\[2\],19.98
dmem_wdata_o[16],19.97
i_decode_stage.decode_state_o\[62\],19.94
_1186_,19.93
net106,19.9
dmem_wdata_o[24],19.87
_1708_,19.86
i_mem_slice_stage.pre_data\[16\],19.86
_1127_,19.82
_0366_,19.79
_1412_,19.78
_0364_,19.76
_1615_,19.74
net174,19.74
_2030_,19.68
i_exec_stage.data_fwd_o\[13\],19.68
_0371_,19.6
_1364_,19.6
_1391_,19.58
dmem_rdata_i[18],19.57
_1900_,19.54
rf_wr_data_o[23],19.53
_1047_,19.48
i_exec_stage.data_fwd_o\[29\],19.48
_1136_,19.42
dmem_wdata_o[1],19.37
_0988_,19.32
_1181_,19.32
_1450_,19.32
net336,19.31
_1574_,19.3
_0802_,19.28
_1170_,19.28
_1347_,19.22
_1094_,19.2
i_mem_slice_stage.pre_data\[25\],19.2
_1027_,19.18
_2133_,19.16
i_mem_slice_stage.pre_data\[8\],19.08
_1100_,19.06
_1187_,19.02
_1497_,19.02
dmem_wdata_o[20],19.01
_0861_,18.98
_0973_,18.98
imem_addr_o[20],18.97
_1010_,18.96
_0583_,18.92
_1879_,18.9
i_decode_stage.decode_state_o\[31\],18.88
_1239_,18.82
i_decode_stage.reg_meta_o\[75\],18.82
dmem_addr_o[19],18.81
_2061_,18.8
_1589_,18.76
dmem_rdata_i[14],18.74
_0772_,18.7
_1938_,18.7
_0700_,18.62
_1014_,18.62
net128,18.6
i_decode_stage.fetch_state_i\[24\],18.58
_1023_,18.54
i_exec_stage.data_fwd_o\[21\],18.46
_0947_,18.44
_0318_,18.4
_1431_,18.4
_2139_,18.4
i_decode_stage.reg_meta_o\[67\],18.38
_0321_,18.32
_0725_,18.32
_1526_,18.32
_1598_,18.28
net175,18.2
i_mem_slice_stage.mem_state_o\[73\],18.18
dmem_be_o[0],18.17
dmem_rdata_i[4],18.15
_0813_,18.14
dmem_addr_o[24],18.13
dmem_wdata_o[23],18.13
dmem_addr_o[21],18.09
_1654_,18.08
net374,17.98
_1382_,17.94
_0833_,17.865
_1130_,17.86
_1676_,17.83
rf_port2_reg_o[4],17.83
_1898_,17.82
dmem_rdata_i[12],17.77
_1742_,17.76
dmem_addr_o[28],17.73
_0914_,17.7
_1134_,17.68
_2063_,17.68
_0942_,17.67
rf_rs1_i[1],17.67
rf_wr_data_o[26],17.65
_1173_,17.645
_0928_,17.64
i_decode_stage.decode_state_o\[67\],17.64
_1934_,17.62
net123,17.62
_1390_,17.6
_0624_,17.56
_1051_,17.56
dmem_wdata_o[17],17.53
_1312_,17.52
net311,17.47
_2029_,17.46
_1867_,17.44
i_decode_stage.fetch_state_i\[27\],17.44
i_decode_stage.reg_meta_o\[69\],17.44
net115,17.44
dmem_wdata_o[27],17.41
_0934_,17.4
_1073_,17.4
_1138_,17.4
_0315_,17.39
_0816_,17.36
rf_rs1_i[29],17.33
i_decode_stage.reg_meta_o\[65\],17.32
i_decode_stage.reg_meta_o\[70\],17.28
_0716_,17.26
_1054_,17.26
dmem_wdata_o[7],17.23
i_exec_stage.data_fwd_o\[23\],17.18
_0365_,17.16
i_decode_stage.fetch_state_i\[47\],17.16
net81,17.16
_0867_,17.14
dmem_wdata_o[2],17.13
_1036_,17.12
_0909_,17.1
dmem_wdata_o[30],17.09
_1026_,17.06
i_exec_stage.exec_state_o\[0\],17.06
_0931_,17.02
net72,17.02
_2075_,17
_1871_,16.99
_2134_,16.94
i_decode_stage.decode_state_o\[12\],16.94
_0573_,16.92
_1214_,16.9
net390,16.9
net396,16.845
_0340_,16.8
_1254_,16.78
_1832_,16.78
dmem_addr_o[9],16.77
_0742_,16.76
_2036_,16.76
dmem_rdata_i[15],16.75
net2,16.74
_1511_,16.72
_2332_,16.685
_1756_,16.68
_0924_,16.66
i_exec_stage.exec_state_o\[54\],16.66
_1875_,16.65
dmem_wdata_o[29],16.65
dmem_we_o,16.65
i_decode_stage.fetch_state_i\[55\],16.64
net79,16.64
i_exec_stage.data_fwd_o\[32\],16.6
i_mem_slice_stage.pre_data\[0\],16.6
rf_wr_data_o[21],16.57
_1429_,16.56
_1434_,16.56
_1579_,16.56
_0308_,16.54
_1071_,16.52
_1621_,16.5
_0668_,16.48
i_decode_stage.decode_state_o\[14\],16.42
rf_rs2_i[15],16.39
i_decode_stage.fetch_state_i\[26\],16.38
net56,16.38
net402,16.36
i_exec_stage.data_fwd_o\[30\],16.34
i_decode_stage.fetch_state_i\[0\],16.32
i_mem_slice_stage.pre_data\[6\],16.3
net93,16.26
_1463_,16.24
_1013_,16.22
_1042_,16.195
_1122_,16.18
_0319_,16.14
_1286_,16.12
_2165_,16.12
net181,16.12
_1623_,16.1
i_exec_stage.data_fwd_o\[26\],16.06
net172,16.04
_2089_,16.03
_1076_,16.02
_0896_,16
_1068_,16
_1850_,15.99
_0399_,15.98
_0367_,15.975
dmem_rdata_i[6],15.97
_0835_,15.96
i_decode_stage.reg_meta_o\[11\],15.96
i_exec_stage.data_fwd_o\[25\],15.92
rf_wr_data_o[22],15.87
_1740_,15.86
dmem_wdata_o[5],15.85
_1359_,15.825
i_decode_stage.reg_meta_o\[58\],15.8
dmem_wdata_o[3],15.77
_0586_,15.76
_0681_,15.76
_1078_,15.72
_2021_,15.7
_0487_,15.66
_0899_,15.66
dmem_rdata_i[17],15.65
_1029_,15.64
_1182_,15.62
rf_rs2_i[27],15.61
_1529_,15.6
_1866_,15.6
_2071_,15.6
i_decode_stage.reg_meta_o\[23\],15.6
_2090_,15.56
_0948_,15.52
i_exec_stage.data_fwd_o\[5\],15.52
_1448_,15.5
_1892_,15.5
rf_rs1_i[13],15.49
_2335_,15.48
_0951_,15.44
dmem_rdata_i[13],15.41
_0875_,15.4
_1090_,15.4
_1098_,15.4
i_mem_slice_stage.mem_state_o\[0\],15.4
net397,15.4
dmem_rdata_i[0],15.39
dmem_rdata_i[24],15.39
_1819_,15.385
_1244_,15.38
_1401_,15.34
_0891_,15.33
_2209_,15.32
i_mem_slice_stage.mem_state_o\[83\],15.32
dmem_rdata_i[2],15.31
dmem_addr_o[31],15.29
_0744_,15.28
_1373_,15.28
_0312_,15.275
dmem_wdata_o[12],15.27
_1191_,15.26
_1546_,15.26
_2142_,15.24
i_decode_stage.fetch_state_i\[25\],15.24
i_decode_stage.reg_meta_o\[25\],15.24
_0597_,15.22
_0734_,15.22
_1383_,15.22
i_decode_stage.fetch_state_i\[49\],15.22
_0449_,15.2
_0587_,15.2
_0696_,15.2
net408,15.18
net3,15.16
rf_rs1_i[31],15.15
_1145_,15.14
_1017_,15.12
_1657_,15.08
i_mem_slice_stage.mem_state_o\[69\],15.08
_1261_,15.06
i_decode_stage.fetch_state_i\[43\],15.06
rf_rs1_i[3],15.03
_1614_,15.02
i_decode_stage.decode_state_o\[117\],15
net129,15
_0558_,14.98
_0998_,14.98
_1283_,14.94
_1294_,14.92
i_decode_stage.fetch_state_i\[38\],14.92
_0771_,14.88
_0870_,14.88
_1414_,14.88
_1743_,14.88
_0323_,14.8
_1293_,14.76
_1873_,14.76
dmem_wdata_o[15],14.73
_1317_,14.72
net6,14.72
_1727_,14.7
_0429_,14.64
_1057_,14.62
_1525_,14.61
_1825_,14.6
net96,14.6
rf_rs2_i[21],14.59
i_decode_stage.reg_meta_o\[26\],14.56
_1553_,14.52
_2087_,14.485
_0842_,14.465
_1686_,14.44
dmem_rdata_i[30],14.43
_0163_,14.42
_1966_,14.42
_1045_,14.4
dmem_addr_o[27],14.37
dmem_wdata_o[9],14.35
i_decode_stage.reg_meta_o\[66\],14.34
_1656_,14.3
_2035_,14.3
dmem_addr_o[30],14.25
i_decode_stage.fetch_state_i\[59\],14.24
i_decode_stage.fetch_state_i\[61\],14.24
i_decode_stage.decode_state_o\[17\],14.2
_0708_,14.18
i_mem_slice_stage.pre_data\[19\],14.18
i_decode_stage.fetch_state_i\[42\],14.16
i_decode_stage.decode_state_o\[16\],14.13
rf_rs1_i[21],14.13
_1633_,14.12
_2110_,14.12
i_mem_slice_stage.mem_state_o\[62\],14.12
_0361_,14.1
_1848_,14.1
i_decode_stage.fetch_state_i\[10\],14.1
_1445_,14.08
_2338_,14.08
_1635_,14.06
_1830_,14.035
dmem_rdata_i[5],14.03
_2262_,14.02
_1620_,14
i_decode_stage.reg_meta_o\[8\],14
i_exec_stage.data_fwd_o\[27\],14
_0827_,13.98
dmem_addr_o[22],13.97
_1059_,13.96
i_decode_stage.reg_meta_o\[33\],13.96
_2040_,13.94
_1402_,13.88
_1240_,13.86
i_decode_stage.decode_state_o\[69\],13.86
_0469_,13.84
_1148_,13.84
i_decode_stage.reg_meta_o\[68\],13.84
i_decode_stage.reg_meta_o\[30\],13.83
_1006_,13.82
_2137_,13.8
_1887_,13.76
_1278_,13.72
dmem_rdata_i[8],13.71
_1070_,13.7
i_decode_stage.fetch_state_i\[23\],13.7
dmem_rdata_i[11],13.69
_1581_,13.68
dmem_rdata_i[10],13.67
_0002_,13.66
_0588_,13.64
_1899_,13.605
_1264_,13.6
rf_rs1_i[0],13.57
dmem_addr_o[16],13.55
_1184_,13.52
_0162_,13.5
_0609_,13.5
_1820_,13.5
_1388_,13.46
i_exec_stage.reg_meta_o\[0\],13.44
_2097_,13.435
rf_rs2_i[9],13.43
_1858_,13.42
dmem_rdata_i[20],13.39
i_decode_stage.fetch_state_i\[20\],13.38
i_decode_stage.fetch_state_i\[4\],13.38
_0518_,13.34
_0785_,13.34
rf_rs1_i[24],13.33
_0714_,13.32
i_decode_stage.reg_meta_o\[15\],13.32
net88,13.32
_0623_,13.3
_1527_,13.3
_0313_,13.28
rf_rs1_i[30],13.23
_1586_,13.22
rf_rs2_i[29],13.21
_1565_,13.2
net27,13.2
_0659_,13.16
_0839_,13.16
_1862_,13.16
i_decode_stage.fetch_state_i\[50\],13.12
_0212_,13.1
i_exec_stage.reg_meta_o\[2\],13.1
net180,13.1
dmem_addr_o[26],13.09
i_mem_slice_stage.pre_data\[17\],13.08
i_decode_stage.fetch_state_i\[11\],13.06
_1822_,13.04
_2051_,13.04
_1634_,13.02
_1826_,13
dmem_addr_o[10],12.99
rf_wr_data_o[14],12.99
_1211_,12.96
i_mem_slice_stage.mem_state_o\[44\],12.96
net176,12.96
i_exec_stage.exec_state_o\[45\],12.92
_0820_,12.9
_1099_,12.9
net127,12.9
rf_rs1_i[12],12.89
rf_rs1_i[8],12.89
i_decode_stage.fetch_state_i\[35\],12.88
i_exec_stage.data_fwd_o\[19\],12.88
_0234_,12.86
_1351_,12.86
net89,12.86
_1219_,12.82
_1091_,12.8
_1870_,12.8
_0761_,12.78
_0213_,12.76
_0538_,12.76
i_exec_stage.data_fwd_o\[22\],12.76
rf_wr_data_o[15],12.75
_0688_,12.74
_2212_,12.7
net12,12.7
dmem_rdata_i[19],12.69
dmem_rdata_i[27],12.69
_0657_,12.68
_1933_,12.68
_2337_,12.68
_1888_,12.66
dmem_wdata_o[0],12.65
rf_wr_data_o[30],12.65
_1911_,12.64
_1874_,12.63
_0397_,12.62
_0886_,12.62
i_mem_slice_stage.mem_state_o\[68\],12.6
_1594_,12.58
_2158_,12.58
i_decode_stage.fetch_state_i\[21\],12.58
net391,12.58
dmem_wdata_o[28],12.57
rf_wr_data_o[16],12.55
_0819_,12.53
dmem_rdata_i[3],12.53
i_mem_slice_stage.mem_state_o\[86\],12.5
_1290_,12.48
_2147_,12.46
_1886_,12.44
dmem_rdata_i[21],12.43
net107,12.42
net338,12.42
_0637_,12.4
_1295_,12.38
dmem_rdata_i[29],12.35
_0570_,12.34
_1552_,12.34
_1908_,12.34
dmem_rdata_i[28],12.33
rf_rs1_i[22],12.31
_2058_,12.22
i_decode_stage.fetch_state_i\[34\],12.22
_0082_,12.2
_2034_,12.2
_0850_,12.18
_1718_,12.18
_1760_,12.18
_0614_,12.12
rf_port2_reg_o[2],12.09
_0824_,12.08
_1101_,12.08
net164,12.08
_0550_,12.07
dmem_wdata_o[18],12.07
_1007_,12.06
i_mem_slice_stage.mem_state_o\[53\],12.04
_1464_,12.02
_1366_,12
_1069_,11.98
rf_rs2_i[8],11.97
_0971_,11.96
_0995_,11.96
net369,11.96
net385,11.96
_0225_,11.945
_2240_,11.94
net392,11.94
_1587_,11.9
dmem_rdata_i[25],11.89
_1466_,11.88
_2268_,11.88
i_exec_stage.data_fwd_o\[31\],11.88
_0613_,11.84
i_mem_slice_stage.mem_state_o\[49\],11.84
_0822_,11.82
_1102_,11.8
i_decode_stage.fetch_state_i\[28\],11.8
net355,11.8
i_decode_stage.reg_meta_o\[62\],11.78
rst_ni,11.78
i_decode_stage.decode_state_o\[33\],11.76
_0007_,11.74
dmem_wdata_o[13],11.73
rf_port2_reg_o[3],11.73
rf_wr_data_o[28],11.73
_1880_,11.72
_1167_,11.7
net389,11.7
dmem_addr_o[25],11.69
dmem_addr_o[29],11.69
_0684_,11.68
_0946_,11.68
_0997_,11.68
_0635_,11.66
_1771_,11.66
dmem_wdata_o[14],11.65
dmem_wdata_o[26],11.65
dmem_wdata_o[8],11.65
net32,11.65
_0756_,11.64
_0373_,11.62
_0385_,11.62
_0673_,11.6
_1193_,11.58
i_decode_stage.reg_meta_o\[32\],11.58
i_decode_stage.reg_meta_o\[72\],11.58
_0901_,11.56
net26,11.56
_1301_,11.54
_1814_,11.54
rf_rs2_i[28],11.51
_1595_,11.5
net363,11.5
net364,11.5
net394,11.5
net398,11.5
_1843_,11.49
i_decode_stage.fetch_state_i\[41\],11.48
i_exec_stage.exec_state_o\[36\],11.48
_1241_,11.46
rf_wr_data_o[19],11.45
_1272_,11.42
i_decode_stage.decode_state_o\[34\],11.4
dmem_rdata_i[23],11.39
rf_rs1_i[14],11.39
rf_wr_data_o[27],11.39
_0235_,11.38
_1062_,11.38
dmem_rdata_i[22],11.37
rf_rs2_i[17],11.37
_0226_,11.36
_1310_,11.36
_1641_,11.36
_2302_,11.36
i_exec_stage.exec_state_o\[35\],11.36
_0821_,11.34
_1080_,11.34
i_exec_stage.exec_state_o\[43\],11.34
_0463_,11.3
_0501_,11.3
_0930_,11.3
_1827_,11.285
_0581_,11.28
_1701_,11.28
i_decode_stage.decode_state_o\[25\],11.28
_1405_,11.26
_1469_,11.26
_1642_,11.26
dmem_be_o[3],11.25
rf_wr_data_o[12],11.25
rf_wr_reg_o[0],11.25
_1831_,11.225
dmem_wdata_o[19],11.21
_2152_,11.2
i_exec_stage.data_fwd_o\[15\],11.2
i_decode_stage.decode_state_o\[26\],11.18
rf_rs1_i[9],11.17
net67,11.16
_2099_,11.145
i_decode_stage.fetch_state_i\[18\],11.12
net342,11.105
_2310_,11.1
_1273_,11.08
_1285_,11.08
_1890_,11.08
rf_rs2_i[0],11.05
i_decode_stage.decode_state_o\[27\],11.04
net339,11.04
net357,11.04
net367,11.04
net393,11.04
dmem_rdata_i[31],11.01
rf_rs1_i[17],11.01
_0818_,10.96
_1877_,10.96
_0069_,10.94
net83,10.92
_0160_,10.9
_1321_,10.9
_1447_,10.9
i_decode_stage.reg_meta_o\[29\],10.9
i_mem_slice_stage.mem_state_o\[87\],10.9
net113,10.9
net366,10.9
_0791_,10.88
_0887_,10.88
_1662_,10.88
i_decode_stage.fetch_state_i\[1\],10.86
i_decode_stage.fetch_state_i\[63\],10.86
_2155_,10.84
_1000_,10.82
dmem_wdata_o[25],10.81
_0871_,10.8
_0248_,10.78
_0723_,10.78
_1669_,10.78
_2172_,10.78
_1872_,10.76
_0882_,10.74
_0940_,10.74
i_decode_stage.fetch_state_i\[29\],10.74
i_exec_stage.exec_state_o\[44\],10.74
_2164_,10.72
i_fwd_unit.mem_stage_i\[0\],10.72
_1457_,10.715
_1624_,10.7
_1681_,10.7
i_decode_stage.decode_state_o\[30\],10.7
i_exec_stage.exec_state_o\[17\],10.7
rf_rs2_i[3],10.67
net241,10.66
rf_rs2_i[4],10.65
_1863_,10.64
rf_rs2_i[5],10.63
_0275_,10.62
_0314_,10.62
_1846_,10.62
_0806_,10.61
rf_rs1_i[4],10.59
_2214_,10.58
dmem_addr_o[6],10.57
rf_wr_data_o[29],10.57
i_exec_stage.reg_meta_o\[4\],10.54
net352,10.54
_1781_,10.52
_1305_,10.5
i_exec_stage.data_fwd_o\[7\],10.5
_0912_,10.48
i_mem_slice_stage.mem_state_o\[82\],10.48
_0273_,10.475
_1274_,10.46
_1920_,10.46
_1189_,10.44
i_decode_stage.reg_meta_o\[21\],10.44
net412,10.44
_1242_,10.42
_1421_,10.4
_1865_,10.4
i_exec_stage.data_fwd_o\[10\],10.4
_0807_,10.38
_0963_,10.38
i_decode_stage.decode_state_o\[19\],10.36
_1951_,10.34
dmem_wdata_o[11],10.33
rf_rs1_i[25],10.33
_1113_,10.32
_2010_,10.32
_2316_,10.32
rf_rs1_i[18],10.31
rf_rs1_i[26],10.31
_0939_,10.3
rf_rs1_i[19],10.29
rf_rs1_i[27],10.29
_1160_,10.28
_1308_,10.28
_1901_,10.28
i_exec_stage.exec_state_o\[55\],10.28
i_mem_slice_stage.mem_state_o\[58\],10.28
net386,10.28
_1044_,10.26
_1538_,10.26
_1755_,10.26
dmem_addr_o[12],10.25
rf_port2_reg_o[1],10.25
_1053_,10.24
_1164_,10.24
_1432_,10.24
_2143_,10.24
_2177_,10.24
_2339_,10.24
rf_rs1_i[6],10.23
_0643_,10.2
_1945_,10.2
_1674_,10.18
i_decode_stage.reg_meta_o\[63\],10.18
_0625_,10.16
_1660_,10.14
net78,10.1
net388,10.1
_0562_,10.08
i_exec_stage.data_fwd_o\[24\],10.08
_0086_,10.06
_1093_,10.06
i_exec_stage.data_fwd_o\[8\],10.04
_0715_,10.02
_1477_,10.02
rf_rs2_i[10],10.01
_0432_,10
_1268_,10
imem_rdata_i[12],9.99
imem_rdata_i[16],9.99
imem_rdata_i[20],9.99
imem_rdata_i[24],9.99
_1297_,9.98
_0420_,9.96
_0830_,9.96
i_decode_stage.decode_state_o\[37\],9.96
i_decode_stage.reg_meta_o\[31\],9.96
_0513_,9.94
_1024_,9.94
_2324_,9.94
i_fwd_unit.mem_stage_i\[39\],9.94
net354,9.94
_0992_,9.92
_0362_,9.9
_1108_,9.86
dmem_addr_o[7],9.85
_0445_,9.82
_1532_,9.82
_2192_,9.82
i_exec_stage.exec_state_o\[63\],9.82
_0502_,9.78
net163,9.78
net346,9.74
_0472_,9.7
i_decode_stage.fetch_state_i\[36\],9.68
net28,9.66
_0705_,9.64
_1420_,9.64
_1695_,9.64
net345,9.64
rf_wr_data_o[20],9.61
_0165_,9.56
i_decode_stage.decode_state_o\[21\],9.56
imem_rdata_i[4],9.53
_0129_,9.52
_1271_,9.52
_1319_,9.52
_1324_,9.52
_1817_,9.52
_2211_,9.52
net379,9.52
_2103_,9.5
_0900_,9.48
_1473_,9.48
_1551_,9.48
net375,9.46
_1757_,9.42
i_decode_stage.decode_state_o\[6\],9.4
_1472_,9.36
_1776_,9.36
rf_rs1_i[15],9.33
rf_rs2_i[1],9.33
rf_rs2_i[22],9.31
_1355_,9.3
_1723_,9.3
net91,9.3
rf_rs2_i[23],9.29
_0014_,9.28
_1292_,9.28
_1691_,9.28
rf_rs1_i[16],9.27
rf_rs1_i[28],9.27
rf_rs2_i[16],9.27
rf_rs2_i[24],9.27
i_mem_slice_stage.mem_state_o\[23\],9.26
i_mem_slice_stage.mem_state_o\[28\],9.26
i_mem_slice_stage.mem_state_o\[30\],9.26
_0944_,9.24
_1033_,9.24
i_decode_stage.fetch_state_i\[22\],9.24
i_exec_stage.data_fwd_o\[20\],9.24
net403,9.225
_1343_,9.22
_1852_,9.22
net92,9.22
net335,9.19
_0035_,9.18
_1474_,9.18
_1645_,9.18
net197,9.18
_1859_,9.16
i_decode_stage.reg_meta_o\[71\],9.14
_0348_,9.12
_1468_,9.12
_2235_,9.12
_1203_,9.1
i_decode_stage.decode_state_o\[15\],9.1
i_decode_stage.decode_state_o\[35\],9.1
net99,9.08
_1764_,9.075
imem_rdata_i[28],9.07
imem_rdata_i[8],9.07
_0003_,9.06
_1753_,9.06
_0360_,9.02
_1895_,9.02
_2092_,9.02
i_mem_slice_stage.pre_data\[30\],9.02
_1252_,9
_0483_,8.98
net120,8.98
rf_port1_reg_o[4],8.97
rf_rs2_i[12],8.97
rf_rs2_i[13],8.95
_1653_,8.94
_2016_,8.94
_2306_,8.94
i_exec_stage.exec_state_o\[37\],8.94
dmem_addr_o[13],8.93
dmem_wdata_o[22],8.93
dmem_wdata_o[4],8.93
dmem_wdata_o[6],8.93
rf_rs1_i[10],8.93
rf_rs1_i[2],8.93
rf_rs2_i[14],8.93
rf_rs2_i[2],8.93
rf_rs2_i[6],8.93
rf_wr_en_o,8.93
_0859_,8.92
_1233_,8.92
_1331_,8.92
_1650_,8.92
_1845_,8.92
net359,8.905
_0610_,8.9
_1169_,8.9
_1339_,8.9
_1977_,8.9
_1983_,8.9
_2002_,8.9
_2190_,8.9
i_mem_slice_stage.mem_state_o\[52\],8.9
rf_wr_data_o[11],8.87
net298,8.87
net382,8.865
_0536_,8.86
_2241_,8.86
_0052_,8.825
_0038_,8.82
_0471_,8.82
_1327_,8.82
_1524_,8.82
_1805_,8.82
i_mem_slice_stage.pre_data\[31\],8.82
_1797_,8.78
_1841_,8.78
imem_rdata_i[14],8.73
imem_rdata_i[18],8.73
imem_rdata_i[22],8.73
_0174_,8.72
_0241_,8.72
i_decode_stage.reg_meta_o\[19\],8.72
_0704_,8.7
_1876_,8.7
_2022_,8.7
_1162_,8.695
_1075_,8.68
_1693_,8.68
_0283_,8.665
_0641_,8.66
_0950_,8.66
_1570_,8.66
_2127_,8.66
_2246_,8.66
i_decode_stage.decode_state_o\[64\],8.66
imem_rdata_i[15],8.63
imem_rdata_i[19],8.63
imem_rdata_i[23],8.63
rf_rs2_i[18],8.63
_0044_,8.62
_0690_,8.62
rf_wr_data_o[25],8.59
_1811_,8.585
_1602_,8.58
_1788_,8.56
i_exec_stage.exec_state_o\[21\],8.56
net74,8.56
rf_wr_data_o[6],8.53
_1949_,8.52
_1988_,8.52
dmem_addr_o[17],8.51
_1197_,8.5
_1303_,8.5
_0607_,8.48
_0702_,8.48
i_mem_slice_stage.mem_state_o\[57\],8.48
_1015_,8.46
_2141_,8.46
_0189_,8.445
_0030_,8.44
_0531_,8.44
_0906_,8.44
_1107_,8.44
_1496_,8.44
_1715_,8.44
i_exec_stage.exec_state_o\[11\],8.44
_1893_,8.425
_0574_,8.4
_2138_,8.4
i_exec_stage.exec_state_o\[15\],8.4
_1530_,8.37
_0571_,8.36
_1039_,8.36
_1972_,8.36
i_decode_stage.reg_meta_o\[24\],8.36
i_exec_stage.exec_state_o\[66\],8.36
i_mem_slice_stage.pre_data\[26\],8.36
_0019_,8.345
_1661_,8.34
_1842_,8.34
_0400_,8.33
_0836_,8.32
_1891_,8.32
_1079_,8.3
net45,8.3
net337,8.27
_0200_,8.26
_0642_,8.26
_2334_,8.25
rf_wr_data_o[17],8.25
_0923_,8.24
_1178_,8.24
_0223_,8.22
_2108_,8.2
imem_rdata_i[3],8.17
_0018_,8.16
_0065_,8.16
_1428_,8.16
_0024_,8.14
_1363_,8.14
_1567_,8.14
_1745_,8.14
i_exec_stage.exec_state_o\[51\],8.14
net165,8.14
net235,8.14
net387,8.14
_0246_,8.1
_0760_,8.1
_1121_,8.1
_1361_,8.1
_1881_,8.1
_2233_,8.1
_2292_,8.1
i_decode_stage.fetch_state_i\[60\],8.1
net378,8.1
_1064_,8.08
_1795_,8.07
_0895_,8.06
_1430_,8.06
_1824_,8.06
_2186_,8.06
i_exec_stage.exec_state_o\[24\],8.06
net349,8.06
_1114_,8.05
dmem_addr_o[11],8.05
rf_port1_reg_o[0],8.05
rf_wr_data_o[1],8.05
rf_wr_data_o[9],8.05
rf_wr_reg_o[2],8.05
_1052_,8.02
_1248_,8.02
_1619_,8.02
_1798_,8.02
_2102_,8.02
i_exec_stage.exec_state_o\[59\],8.02
net236,8.02
_1049_,8
_1452_,8
_1517_,8
net414,7.985
_0331_,7.98
_0627_,7.98
_1973_,7.98
_2276_,7.98
i_decode_stage.decode_state_o\[38\],7.98
i_decode_stage.decode_state_o\[39\],7.98
_0398_,7.96
_0777_,7.94
dmem_wdata_o[10],7.93
imem_rdata_i[6],7.93
imem_rvalid_i,7.93
_0894_,7.92
i_decode_stage.fetch_state_i\[30\],7.92
rf_rs1_i[11],7.91
rf_rs1_i[23],7.91
rf_rs1_i[7],7.91
rf_rs2_i[11],7.91
rf_rs2_i[7],7.91
_1984_,7.9
_2222_,7.9
_0389_,7.86
_1608_,7.86
_1853_,7.86
i_decode_stage.fetch_state_i\[12\],7.86
i_mem_slice_stage.mem_state_o\[1\],7.84
_1679_,7.83
_0305_,7.82
imem_addr_o[30],7.81
imem_rdata_i[10],7.81
imem_rdata_i[26],7.81
imem_rdata_i[30],7.81
_2072_,7.8
_1821_,7.785
_1058_,7.76
imem_rdata_i[11],7.71
imem_rdata_i[7],7.71
dmem_rdata_i[26],7.69
imem_rdata_i[0],7.69
_1485_,7.68
_1907_,7.68
_2227_,7.68
i_exec_stage.exec_state_o\[49\],7.68
i_exec_stage.exec_state_o\[69\],7.68
i_mem_slice_stage.mem_state_o\[3\],7.68
i_mem_slice_stage.pre_data\[28\],7.68
net404,7.68
_0804_,7.66
_0048_,7.64
_0070_,7.64
_1180_,7.64
_1256_,7.64
_2213_,7.64
i_decode_stage.decode_state_o\[23\],7.64
i_exec_stage.exec_state_o\[23\],7.64
i_mem_slice_stage.pre_data\[15\],7.64
