design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_MAX_FANOUT,SYNTH_STRATEGY
sv_core,core,matrix_config_23,flow completed,0h9m37s0ms,0h7m32s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,749.52,3015,0,0,0,0,0,0,0,7,7,0,-1,-1,150950,27738,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4783,1342,190,2078,3432,11825,94290.43199999999,-1,-1,-1,0.00434,0.00372,2.34e-08,-1,-1,-1,9.04,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_24,flow completed,0h9m3s0ms,0h6m55s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,762.92,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150433,27567,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4819,1342,90,1970,3432,11653,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.05,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_25,flow completed,0h9m5s0ms,0h7m0s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,749.64,3015,0,0,0,0,0,0,0,8,8,0,-1,-1,150230,27544,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4816,1342,114,1993,3432,11697,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,8.98,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_26,flow completed,0h9m7s0ms,0h7m1s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,759.12,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150494,27665,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4808,1342,133,2015,3432,11730,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.01,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_27,flow completed,0h9m38s0ms,0h7m32s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,722.14,3015,0,0,0,0,0,0,0,7,7,0,-1,-1,150950,27738,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4783,1342,190,2078,3432,11825,94290.43199999999,-1,-1,-1,0.00434,0.00372,2.34e-08,-1,-1,-1,9.04,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_28,flow completed,0h9m0s0ms,0h6m54s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,762.88,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150433,27567,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4819,1342,90,1970,3432,11653,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.05,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_29,flow completed,0h9m5s0ms,0h7m1s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,749.63,3015,0,0,0,0,0,0,0,8,8,0,-1,-1,150230,27544,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4816,1342,114,1993,3432,11697,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,8.98,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_30,flow completed,0h9m12s0ms,0h7m3s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,759.05,3015,0,0,0,0,0,0,0,10,10,0,-1,-1,150494,27665,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4808,1342,133,2015,3432,11730,94290.43199999999,-1,-1,-1,0.00434,0.00371,2.34e-08,-1,-1,-1,9.01,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_31,flow completed,0h9m40s0ms,0h7m33s0ms,65371.42857142857,0.105,32685.714285714286,36.94,-1,720.11,3015,0,0,0,0,0,0,0,7,7,0,-1,-1,150950,27738,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,111275557.0,0.0,38.95,40.06,13.02,19.66,0.44,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,4783,1342,190,2078,3432,11825,94290.43199999999,-1,-1,-1,0.00434,0.00372,2.34e-08,-1,-1,-1,9.04,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
sv_core,core,matrix_config_32,flow completed,0h8m26s0ms,0h6m16s0ms,56228.57142857143,0.1225,28114.285714285714,31.48,-1,765.0,3015,0,0,0,0,0,0,0,8,7,0,-1,-1,151806,27476,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,114302726.0,0.0,34.93,32.92,13.03,13.9,2.5,3028,7760,228,4960,0,0,0,3506,56,181,63,160,468,138,39,620,547,442,24,6000,1586,103,2090,3444,13223,110505.984,-1,-1,-1,0.00442,0.00371,2.43e-08,-1,-1,-1,9.01,12.0,83.33333333333333,12,1,50,153.18,153.6,0.3,1,0.6,0,sky130_fd_sc_hd,30,AREA 0
